volatile acidity,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.42,1.1939224684724346,-2.2537949288246137,4.584967478670572,1.001,3.2,0.95,2.2192034840549946,0
0.52,0.9162907318741551,-2.396895772465287,3.8918202981106265,0.9976,3.34,0.86,2.3608540011180215,1
0.55,0.9932517730102834,-2.396895772465287,3.871201010907891,0.9994,3.22,0.64,2.33214389523559,1
0.36,0.8754687373538999,-2.322787800311565,2.772588722239781,0.9964,3.41,0.6,2.312535423847214,1
0.34,1.1631508098056809,-2.364460496712133,3.970291913552122,1.0014,3.05,0.81,2.2512917986064953,1
0.5,0.9162907318741551,-2.617295837833746,3.295836866004329,1.0001,3.05,0.64,2.2512917986064953,0
0.83,0.9555114450274363,-2.4534079827286295,4.248495242049359,0.9981,3.16,0.52,2.2925347571405443,0
0.63,0.6931471805599453,-2.488914671185539,3.367295829986474,0.99855,3.67,0.73,2.2617630984737906,0
0.65,0.8329091229351039,-2.364460496712133,3.4339872044851463,0.9993,3.67,0.8,2.272125885509337,0
0.67,0.7419373447293773,-2.5257286443082556,3.4965075614664802,0.99845,3.68,0.71,2.2617630984737906,0
0.53,0.9555114450274363,-2.4534079827286295,3.784189633918261,0.9965,3.38,0.59,2.3702437414678603,1
0.18,0.4054651081081644,-2.6882475738060303,2.70805020110221,0.9973,3.22,0.64,2.312535423847214,1
0.705,0.9555114450274363,-2.385966701933097,3.332204510175204,0.9994,3.51,0.72,2.302585092994046,0
0.67,0.47000362924573563,-1.6820086052689358,3.044522437723423,0.996,3.39,0.54,2.2512917986064953,0
0.65,0.7419373447293773,-2.1892564076870427,4.499809670330265,0.9973,3.2,0.52,2.2192034840549946,0
0.53,0.9162907318741551,-2.7646205525906042,3.2188758248682006,0.9998,3.12,0.59,2.2300144001592104,1
0.62,0.7884573603642703,-2.5010360317178852,3.9889840465642745,0.9966,3.36,0.52,2.2407096892759584,0
0.41,0.8754687373538999,-1.546463113272712,2.6390573296152584,0.9994,3.19,0.62,2.2512917986064953,1
0.43,0.8754687373538999,-1.5417792639602856,2.4849066497880004,0.9994,3.19,0.63,2.2512917986064953,1
0.29,0.5306282510621704,-2.7806208939370456,3.4011973816621555,0.9968,3.41,0.53,2.2512917986064953,1
0.53,0.9162907318741551,-2.7646205525906042,3.2188758248682006,0.9998,3.12,0.59,2.2300144001592104,1
0.53,0.6931471805599453,-2.631089159966082,4.653960350157523,0.996,3.27,0.54,2.2407096892759584,1
0.46,1.0296194171811581,-2.375155785828881,4.584967478670572,0.99815,3.32,0.63,2.2512917986064953,1
0.47,1.0986122886681098,-2.577021938695806,4.90527477843843,0.9976,3.3,0.53,2.2407096892759584,0
0.36,0.9555114450274363,-2.4418471603275536,4.276666119016055,0.99645,3.39,0.68,2.3978952727983707,0
0.35,0.9162907318741551,-2.3434070875143007,3.970291913552122,0.9962,3.42,0.65,2.3978952727983707,1
0.56,1.2237754316221157,-2.282782465697866,4.5217885770490405,0.9996,3.3,0.65,2.312535423847214,0
0.77,1.0647107369924282,-2.5010360317178852,4.30406509320417,0.99865,3.3,0.64,2.341805806147327,1
0.66,1.1631508098056809,-2.488914671185539,4.07753744390572,0.9989,3.37,0.71,2.4423470353692043,1
0.77,1.0647107369924282,-2.5010360317178852,4.30406509320417,0.99865,3.3,0.64,2.341805806147327,1
0.66,1.1631508098056809,-2.488914671185539,4.07753744390572,0.9989,3.37,0.71,2.4423470353692043,1
0.61,1.2237754316221157,-2.4079456086518722,4.465908118654584,0.99975,3.24,0.62,2.272125885509337,0
0.62,0.8329091229351039,-2.5383074265151158,2.8903717578961645,0.99735,3.29,0.63,2.2300144001592104,0
0.59,1.0296194171811581,-2.4079456086518722,4.290459441148391,0.999,3.28,0.7,2.2512917986064953,1
0.53,1.2947271675944,-2.111964733385396,2.6390573296152584,0.9978,3.05,0.74,2.4423470353692043,1
0.44,1.5040773967762742,-2.234926444520231,2.5649493574615367,0.998,3.28,0.83,2.4423470353692043,0
0.27,0.9555114450274363,-2.5010360317178852,3.044522437723423,1.0002,3.16,0.67,2.272125885509337,1
0.46,0.6931471805599453,-2.796881414808826,2.70805020110221,0.9981,3.18,0.62,2.2512917986064953,0
0.36,1.0647107369924282,-2.1037342342488805,3.713572066704308,0.998,3.23,0.66,2.5257286443082556,1
0.36,1.0647107369924282,-2.1037342342488805,3.713572066704308,0.998,3.23,0.66,2.5257286443082556,1
0.58,1.1631508098056809,-2.7181005369557116,4.736198448394496,0.9973,3.22,0.54,2.2407096892759584,1
0.56,0.7419373447293773,-2.2537949288246137,3.784189633918261,0.9958,3.13,0.52,2.3978952727983707,0
0.65,0.9162907318741551,-2.551046452292545,3.6375861597263857,0.9963,3.34,0.74,2.4595888418037104,1
0.695,1.2237754316221157,-2.05572501506252,3.044522437723423,0.9992,3.17,0.84,2.501435951739211,1
0.43,0.6418538861723947,-2.9565115604007097,2.772588722239781,0.9948,3.35,0.7,2.5257286443082556,1
0.43,1.0296194171811581,-2.5257286443082556,4.060443010546419,0.9974,3.31,0.64,2.33214389523559,0
0.49,1.0986122886681098,-2.2730262907525014,4.59511985013459,1.0008,3.16,1.0,2.4423470353692043,1
0.42,0.9932517730102834,-2.7333680090865,2.8903717578961645,0.9972,3.21,0.87,2.424802725718295,1
0.39,0.5877866649021191,-2.137070654516472,2.6390573296152584,0.9982,3.3,0.75,2.2823823856765264,1
0.39,0.5877866649021191,-2.137070654516472,2.6390573296152584,0.9982,3.3,0.75,2.2823823856765264,1
0.57,0.9555114450274363,-2.5010360317178852,3.4657359027997265,1.0006,3.12,0.78,2.3702437414678603,1
0.685,0.6418538861723947,-2.703062659591171,4.143134726391533,0.9979,3.6,0.81,2.2925347571405443,0
0.815,0.9932517730102834,-2.631089159966082,3.5263605246161616,0.9955,3.58,0.89,2.509599262378372,1
0.49,1.0986122886681098,-2.375155785828881,2.70805020110221,0.9986,3.02,0.93,2.4849066497880004,1
0.56,1.0296194171811581,-2.419118909249997,3.828641396489095,0.9979,3.11,0.92,2.302585092994046,1
0.785,0.9555114450274363,-2.375155785828881,3.332204510175204,0.9994,3.36,0.86,2.2407096892759584,1
0.67,0.9932517730102834,-2.234926444520231,3.5263605246161616,1.0004,3.28,0.98,2.2925347571405443,1
0.795,0.9555114450274363,-2.3434070875143007,3.258096538021482,0.9994,3.35,0.83,2.2407096892759584,1
0.665,0.8754687373538999,-2.4079456086518722,2.9444389791664403,0.9974,3.27,0.73,2.2300144001592104,0
0.53,1.5686159179138452,-2.120263536200091,4.343805421853684,1.0018,3.18,0.77,2.5649493574615367,0
0.75,0.8754687373538999,-2.551046452292545,3.4657359027997265,0.9955,3.55,0.61,2.5494451709255714,1
0.41,1.0986122886681098,-2.5257286443082556,4.007333185232471,1.0001,3.26,0.88,2.3978952727983707,0
0.42,1.0818051703517284,-2.1541650878757723,3.367295829986474,0.997,3.24,0.75,2.4595888418037104,1
0.43,1.1314021114911006,-2.2164073967529934,3.1354942159291497,1.0,3.15,0.85,2.341805806147327,1
0.38,0.9555114450274363,-2.430418464503931,3.713572066704308,1.001,3.17,0.68,2.2823823856765264,1
0.7,0.6931471805599453,-2.312635428847547,4.394449154672439,0.9973,3.19,0.7,2.2407096892759584,0
0.45,0.9555114450274363,-2.4534079827286295,3.912023005428146,0.9982,3.37,0.91,2.2925347571405443,1
0.58,0.9162907318741551,-2.631089159966082,3.6109179126442243,0.9992,3.05,0.56,2.302585092994046,0
0.46,0.6931471805599453,-2.645075401940822,2.70805020110221,0.9988,2.99,0.87,2.322387720290225,0
0.615,1.7578579175523736,-2.488914671185539,3.7376696182833684,1.0022,3.07,0.73,2.302585092994046,1
0.42,1.2237754316221157,-2.234926444520231,3.044522437723423,0.9979,3.26,0.93,2.468099531471619,1
0.615,1.7578579175523736,-2.488914671185539,3.7376696182833684,1.0022,3.07,0.73,2.302585092994046,1
0.575,0.9555114450274363,-2.577021938695806,3.1780538303479458,1.0,3.16,0.69,2.1972245773362196,0
0.34,1.0296194171811581,-1.8388510767619055,4.31748811353631,0.9998,3.18,0.64,2.2407096892759584,0
0.27,0.8754687373538999,-2.6036901857779675,2.8903717578961645,0.9962,3.2,1.13,2.4849066497880004,1
0.765,0.8329091229351039,-2.7646205525906042,4.143134726391533,0.9975,3.57,0.78,2.2925347571405443,0
0.24,0.47000362924573563,-2.8824035882469876,3.2188758248682006,0.9967,3.32,0.87,2.163323025660538,1
0.28,0.5877866649021191,-2.703062659591171,3.828641396489095,0.9967,3.32,1.04,2.3608540011180215,1
0.55,0.7884573603642703,-2.24431618487007,4.276666119016055,0.9959,3.05,0.63,2.2192034840549946,0
0.41,1.33500106673234,-2.419118909249997,3.8501476017100584,1.0014,3.01,0.81,2.379546134130174,1
0.54,1.4816045409242156,-2.0874737133771,2.70805020110221,0.9984,3.01,0.83,2.468099531471619,1
0.45,1.0986122886681098,-2.551046452292545,3.8501476017100584,1.0003,3.26,1.11,2.3978952727983707,1
0.27,0.8754687373538999,-2.6036901857779675,2.8903717578961645,0.9962,3.2,1.13,2.4849066497880004,1
0.625,1.824549292051046,-2.430418464503931,3.1780538303479458,0.9988,3.11,0.99,2.5877640352277083,1
0.42,0.9162907318741551,-2.364460496712133,4.0943445622221,0.9979,3.31,0.7,2.379546134130174,1
0.26,0.6931471805599453,-2.5257286443082556,3.295836866004329,0.9974,3.21,0.8,2.2407096892759584,1
0.415,1.0647107369924282,-2.4651040224918206,3.7612001156935624,1.0014,3.06,0.8,2.302585092994046,1
0.26,0.6931471805599453,-2.5257286443082556,3.295836866004329,0.9974,3.21,0.8,2.2407096892759584,1
0.26,0.6931471805599453,-2.5257286443082556,3.295836866004329,0.9974,3.21,0.8,2.2407096892759584,1
0.51,0.7419373447293773,-2.4418471603275536,3.9889840465642745,0.998,3.42,0.74,2.2192034840549946,0
0.63,0.8754687373538999,-2.4079456086518722,3.6109179126442243,0.9979,3.43,0.76,2.272125885509337,1
0.54,0.6931471805599453,-2.430418464503931,3.871201010907891,0.9981,3.41,0.74,2.2192034840549946,1
0.66,0.6418538861723947,-2.5383074265151158,3.7376696182833684,0.9972,3.31,0.54,2.2617630984737906,1
0.46,0.6418538861723947,-2.430418464503931,3.970291913552122,0.9981,3.43,0.74,2.2192034840549946,1
0.38,0.9162907318741551,-2.3434070875143007,3.8918202981106265,0.9982,3.19,0.7,2.302585092994046,1
0.85,0.3364722366212129,-3.101092789211817,4.477336814478207,0.9924,3.56,0.82,2.5572273113676265,1
0.415,1.0647107369924282,-2.4651040224918206,3.7612001156935624,1.0014,3.06,0.8,2.302585092994046,1
0.37,0.6931471805599453,-2.5010360317178852,3.258096538021482,0.998,3.18,0.51,2.2512917986064953,0
0.665,0.6931471805599453,-2.1892564076870427,4.553876891600541,0.997,3.16,0.54,2.2082744135228043,0
0.6,0.8329091229351039,-2.7646205525906042,3.2188758248682006,0.9997,3.03,0.57,2.2925347571405443,0
0.37,1.4350845252893227,-2.7181005369557116,3.6375861597263857,1.0004,3.22,0.6,2.5649493574615367,1
0.59,0.9555114450274363,-2.4418471603275536,3.8918202981106265,0.9988,3.18,0.65,2.3978952727983707,1
0.59,0.9555114450274363,-2.4418471603275536,3.8918202981106265,0.9988,3.18,0.65,2.3978952727983707,1
0.765,0.8329091229351039,-2.7488721956224653,3.7376696182833684,0.9963,3.1,0.55,2.2407096892759584,0
0.26,0.5306282510621704,-2.8302178350764176,3.6375861597263857,0.9949,3.29,0.47,2.379546134130174,1
0.48,0.9555114450274363,-2.4651040224918206,4.1588830833596715,1.0,3.1,0.61,2.3513752571634776,1
0.6,0.9932517730102834,-2.4651040224918206,3.713572066704308,0.9994,3.15,0.63,2.3513752571634776,1
0.69,0.9932517730102834,-2.5902671654458267,3.295836866004329,0.9974,3.26,0.61,2.2082744135228043,0
0.31,0.3364722366212129,-2.8302178350764176,3.2188758248682006,0.9966,3.36,0.76,2.312535423847214,1
0.44,0.9162907318741551,-2.7646205525906042,3.332204510175204,0.9981,3.24,0.65,2.379546134130174,1
0.39,1.0986122886681098,-2.375155785828881,3.4011973816621555,0.9996,3.18,0.63,2.379546134130174,1
0.34,1.308332819650179,-1.7486999797676082,2.772588722239781,0.997,3.19,0.7,2.424802725718295,1
0.46,1.5040773967762742,-2.659260036932778,3.8918202981106265,0.9981,3.05,0.57,2.2617630984737906,0
0.43,0.9162907318741551,-2.5257286443082556,4.454347296253507,0.9987,3.38,0.62,2.2512917986064953,1
0.45,0.8754687373538999,-2.5257286443082556,4.356708826689592,0.9987,3.38,0.62,2.2512917986064953,0
0.735,0.6418538861723947,-2.3025850929940455,4.343805421853684,0.9966,3.27,0.64,2.2300144001592104,0
0.4,1.9021075263969205,-2.333044300478754,2.9444389791664403,0.9986,3.27,0.82,2.4595888418037104,1
0.52,0.9932517730102834,-2.4418471603275536,4.804021044733257,0.9982,3.26,0.61,2.2512917986064953,0
0.725,1.8870696490323797,-2.145581344184381,4.897839799950911,1.0014,3.32,1.07,2.2300144001592104,0
0.48,0.7884573603642703,-2.198225077669803,2.995732273553991,0.997,3.26,0.66,2.4595888418037104,1
0.58,0.6418538861723947,-2.396895772465287,4.820281565605037,0.9956,3.44,0.48,2.3513752571634776,0
0.38,0.6931471805599453,-2.111964733385396,2.995732273553991,0.9996,3.24,0.76,2.341805806147327,1
0.77,0.5877866649021191,-2.7181005369557116,3.9512437185814275,0.9976,3.62,0.68,2.2925347571405443,0
0.56,0.8754687373538999,-2.419118909249997,4.204692619390966,0.9972,3.28,0.73,2.468099531471619,1
0.84,0.8329091229351039,-2.8302178350764176,3.871201010907891,0.9952,3.52,0.56,2.509599262378372,1
0.96,0.6931471805599453,-3.0576076772720784,4.0943445622221,0.9955,3.36,0.44,2.388762789235098,0
0.24,0.7419373447293773,-2.7181005369557116,3.1780538303479458,0.9978,3.15,0.9,2.3978952727983707,1
0.96,0.6931471805599453,-3.0576076772720784,4.0943445622221,0.9955,3.36,0.44,2.388762789235098,0
0.84,0.8329091229351039,-2.8302178350764176,3.871201010907891,0.9952,3.52,0.56,2.509599262378372,1
0.67,0.7419373447293773,-3.101092789211817,3.871201010907891,0.9949,3.49,0.49,2.4336133554004498,1
0.78,0.6418538861723947,-2.563949857128453,3.4657359027997265,0.9988,3.26,0.56,2.3608540011180215,1
0.52,0.26236426446749106,-2.659260036932778,3.4011973816621555,0.9978,3.24,0.6,2.2300144001592104,0
0.84,0.8754687373538999,-2.430418464503931,3.5553480614894135,0.9997,3.1,0.6,2.341805806147327,1
0.24,0.7419373447293773,-2.7181005369557116,3.1780538303479458,0.9978,3.15,0.9,2.3978952727983707,1
0.55,0.7884573603642703,-2.6036901857779675,4.189654742026425,0.9974,3.25,0.56,2.2192034840549946,0
0.37,0.8329091229351039,-2.551046452292545,3.1780538303479458,0.9958,3.0,0.65,2.5494451709255714,1
0.39,0.8329091229351039,-2.396895772465287,2.8903717578961645,1.0004,3.16,0.49,2.2512917986064953,0
0.41,1.1631508098056809,-2.577021938695806,3.9889840465642745,0.9996,3.15,0.89,2.2925347571405443,1
0.39,0.8329091229351039,-2.396895772465287,2.8903717578961645,1.0004,3.16,0.49,2.2512917986064953,0
0.67,0.6931471805599453,-2.8134107167600364,4.127134385045092,0.9958,3.26,0.56,2.322387720290225,1
0.45,1.1631508098056809,-2.7181005369557116,3.091042453358316,0.9986,3.17,0.66,2.4159137783010487,1
0.41,1.1631508098056809,-2.577021938695806,3.9889840465642745,0.9996,3.15,0.89,2.2925347571405443,1
0.62,0.4054651081081644,-2.7806208939370456,3.912023005428146,0.9951,3.08,0.6,2.2300144001592104,0
0.31,0.7884573603642703,-2.631089159966082,3.367295829986474,0.9987,2.88,0.82,2.2823823856765264,1
0.4,0.7654678421395714,-2.6882475738060303,3.295836866004329,0.9988,3.06,0.68,2.424802725718295,1
0.44,0.9932517730102834,-2.563949857128453,2.9444389791664403,0.9963,3.23,0.63,2.451005098112319,1
0.57,0.5306282510621704,-2.9187712324178627,3.295836866004329,0.9934,3.57,0.84,2.5257286443082556,1
0.735,0.7419373447293773,-2.5383074265151158,3.4339872044851463,0.9986,3.23,0.56,2.312535423847214,1
0.38,0.9555114450274363,-2.513306124309698,4.276666119016055,0.9996,3.1,0.73,2.3513752571634776,0
0.48,0.7419373447293773,-2.0635681925235456,2.772588722239781,0.9968,3.22,0.72,2.4159137783010487,0
0.53,0.6931471805599453,-2.3025850929940455,3.295836866004329,0.9967,3.2,0.56,2.322387720290225,1
0.39,1.0296194171811581,-2.353878387381596,3.5553480614894135,0.9994,3.1,0.61,2.379546134130174,1
0.39,1.0296194171811581,-2.353878387381596,3.5553480614894135,0.9994,3.1,0.61,2.379546134130174,1
0.56,0.5306282510621704,-2.4769384801388235,3.5553480614894135,0.9968,3.44,0.63,2.302585092994046,1
0.33,1.0296194171811581,-2.4769384801388235,3.091042453358316,0.9998,3.26,0.74,2.4159137783010487,1
0.23,0.47000362924573563,-2.7646205525906042,4.204692619390966,0.9952,3.5,0.63,2.4069451083182885,0
0.62,1.6486586255873816,-2.4534079827286295,2.9444389791664403,0.9988,3.22,0.69,2.5952547069568657,1
0.59,0.8329091229351039,-2.353878387381596,3.091042453358316,0.9986,3.37,0.58,2.33214389523559,0
0.63,0.9932517730102834,-2.333044300478754,4.174387269895637,0.9988,3.28,0.58,2.2617630984737906,0
0.33,1.0296194171811581,-2.4769384801388235,3.091042453358316,0.9998,3.26,0.74,2.4159137783010487,1
0.58,0.7884573603642703,-2.6036901857779675,3.8501476017100584,1.0008,3.25,0.57,2.1972245773362196,0
0.43,0.8329091229351039,-2.488914671185539,3.1354942159291497,0.9976,3.35,0.61,2.424802725718295,1
0.615,0.9555114450274363,-2.4418471603275536,2.9444389791664403,0.9982,3.26,0.61,2.2300144001592104,0
0.26,0.9360933591703348,-2.4651040224918206,3.2188758248682006,0.997,3.18,0.61,2.468099531471619,0
0.66,0.7884573603642703,-2.322787800311565,4.859812404361672,0.9972,3.08,0.53,2.1972245773362196,0
0.315,0.7419373447293773,-2.4769384801388235,2.70805020110221,0.9987,2.98,0.7,2.2192034840549946,1
0.29,1.0647107369924282,-2.322787800311565,3.258096538021482,1.0006,3.48,0.91,2.272125885509337,0
0.5,0.6931471805599453,-2.6736487743848776,3.9318256327243257,0.9982,3.16,0.72,2.4423470353692043,1
0.36,0.7419373447293773,-2.4079456086518722,3.044522437723423,1.0,3.17,0.62,2.2192034840549946,1
0.82,0.1823215567939546,-2.659260036932778,3.871201010907891,0.9952,3.2,0.58,2.2823823856765264,0
0.32,0.9555114450274363,-2.375155785828881,3.8501476017100584,0.9996,3.05,0.61,2.3608540011180215,0
0.54,0.8754687373538999,-2.513306124309698,3.9512437185814275,0.997,3.2,0.71,2.4336133554004498,1
0.37,0.9555114450274363,-2.488914671185539,4.219507705176107,0.9995,3.15,0.82,2.341805806147327,1
0.35,0.7419373447293773,-2.7806208939370456,2.6390573296152584,0.9971,3.26,0.79,2.3608540011180215,0
0.28,0.5306282510621704,-2.5257286443082556,3.1780538303479458,0.9982,3.2,0.89,2.2407096892759584,1
0.68,0.7884573603642703,-2.4418471603275536,3.332204510175204,0.9988,3.14,0.6,2.322387720290225,0
0.27,0.6931471805599453,-2.396895772465287,2.772588722239781,0.998,3.28,0.7,2.272125885509337,0
0.24,0.5877866649021191,-2.5902671654458267,2.995732273553991,0.9977,3.18,1.06,2.3978952727983707,1
0.68,0.7884573603642703,-2.4418471603275536,3.332204510175204,0.9988,3.14,0.6,2.322387720290225,0
0.685,0.9932517730102834,-2.563949857128453,3.4339872044851463,0.9984,3.19,0.7,2.312535423847214,1
0.3,1.0296194171811581,-2.5257286443082556,2.833213344056216,0.9964,3.15,0.92,2.4595888418037104,1
0.36,0.7884573603642703,-1.8838747581358606,2.8903717578961645,0.9986,3.04,1.05,2.2407096892759584,0
0.36,0.7884573603642703,-1.8838747581358606,2.8903717578961645,0.9986,3.04,1.06,2.2407096892759584,0
0.44,1.410986973710262,-2.1715568305876416,3.1780538303479458,0.997,3.06,0.66,2.5952547069568657,1
0.67,0.6418538861723947,-2.9187712324178627,2.833213344056216,0.9976,3.17,0.47,2.302585092994046,0
0.67,0.6418538861723947,-2.9187712324178627,2.833213344056216,0.9976,3.17,0.47,2.302585092994046,0
0.645,0.5877866649021191,-2.9374633654300153,2.6390573296152584,0.9982,3.17,0.42,2.302585092994046,1
0.32,1.0296194171811581,-2.513306124309698,4.204692619390966,1.0002,3.32,0.92,2.379546134130174,1
0.39,0.9555114450274363,-2.617295837833746,3.258096538021482,0.9984,3.34,0.75,2.322387720290225,1
0.775,1.0296194171811581,-2.551046452292545,4.02535169073515,0.9984,3.31,0.67,2.3608540011180215,1
0.41,0.9162907318741551,-2.900422093749666,3.2188758248682006,0.9952,3.34,0.79,2.5877640352277083,1
0.4,0.9555114450274363,-2.9565115604007097,3.295836866004329,0.995,3.32,0.9,2.5952547069568657,1
0.69,1.0986122886681098,-2.4534079827286295,4.394449154672439,1.0002,3.48,0.74,2.451005098112319,1
0.35,0.9555114450274363,-2.659260036932778,2.772588722239781,0.9972,3.15,0.65,2.3978952727983707,1
0.52,0.6418538861723947,-2.513306124309698,3.6375861597263857,0.9984,3.43,0.65,2.1972245773362196,1
0.34,0.9162907318741551,-2.4079456086518722,4.727387818712341,0.9966,3.32,0.79,2.4069451083182885,0
0.35,0.9555114450274363,-2.659260036932778,2.772588722239781,0.9972,3.15,0.65,2.3978952727983707,1
0.69,1.0986122886681098,-2.4534079827286295,4.394449154672439,1.0002,3.48,0.74,2.451005098112319,1
0.52,0.6418538861723947,-2.513306124309698,3.6375861597263857,0.9984,3.43,0.65,2.1972245773362196,1
0.44,1.8794650496471605,-2.6036901857779675,4.330733340286331,0.999,3.17,0.85,2.4849066497880004,1
0.44,1.8794650496471605,-2.6036901857779675,4.330733340286331,0.999,3.17,0.85,2.4849066497880004,1
0.26,0.6418538861723947,-2.551046452292545,3.1780538303479458,0.9976,3.18,1.04,2.388762789235098,1
0.24,0.5877866649021191,-2.563949857128453,3.091042453358316,0.9976,3.21,1.05,2.379546134130174,1
0.49,1.0647107369924282,-2.631089159966082,3.258096538021482,0.9968,3.16,0.78,2.5257286443082556,1
0.24,0.5877866649021191,-2.5902671654458267,3.044522437723423,0.9976,3.25,1.02,2.379546134130174,1
0.67,0.8329091229351039,-2.4769384801388235,2.5649493574615367,1.0,3.17,0.71,2.2512917986064953,1
0.59,0.7884573603642703,-2.4079456086518722,4.127134385045092,0.9994,3.18,0.63,2.322387720290225,1
0.29,1.0296194171811581,-2.4769384801388235,3.7612001156935624,0.9986,3.04,0.68,2.4336133554004498,1
0.42,1.5260563034950492,-2.617295837833746,3.7612001156935624,0.9978,3.02,0.61,2.2512917986064953,0
0.59,0.7884573603642703,-2.4079456086518722,4.127134385045092,0.9994,3.18,0.63,2.322387720290225,1
0.4,0.7419373447293773,-2.0794415416798357,3.8918202981106265,0.998,3.03,0.81,2.272125885509337,1
0.51,0.8754687373538999,-2.234926444520231,2.70805020110221,0.9973,3.09,0.66,2.468099531471619,1
0.51,0.8754687373538999,-2.234926444520231,2.70805020110221,0.9973,3.09,0.66,2.468099531471619,1
0.6,1.4586150226995167,-2.3025850929940455,2.6390573296152584,1.001,3.25,0.74,2.4765384001174837,1
0.61,0.7419373447293773,-1.6094379124341003,2.772588722239781,0.9994,3.16,0.63,2.128231705849268,0
0.21,1.0296194171811581,-2.430418464503931,3.4657359027997265,0.9972,3.22,0.68,2.4595888418037104,1
0.365,0.9162907318741551,-2.430418464503931,4.663439094112067,0.9966,3.36,0.78,2.3978952727983707,0
0.25,0.9932517730102834,-2.430418464503931,3.4965075614664802,0.9982,3.42,0.9,2.302585092994046,1
0.41,0.6931471805599453,-2.430418464503931,3.7612001156935624,0.998,3.48,0.64,2.2082744135228043,0
0.39,0.8329091229351039,-2.312635428847547,4.890349128221754,0.9979,3.38,0.99,2.2823823856765264,0
0.4,0.9162907318741551,-2.4651040224918206,4.955827057601261,0.9978,3.22,0.55,2.2407096892759584,0
0.43,0.8754687373538999,-2.4534079827286295,4.7535901911063645,0.9976,3.23,0.64,2.2512917986064953,0
0.64,1.0296194171811581,-2.2537949288246137,3.970291913552122,0.9998,3.24,0.67,2.2925347571405443,0
0.365,0.9162907318741551,-2.430418464503931,4.663439094112067,0.9966,3.36,0.78,2.3978952727983707,0
0.38,0.9162907318741551,-2.333044300478754,4.442651256490317,0.9962,3.39,0.77,2.4336133554004498,1
0.42,0.9555114450274363,-2.4769384801388235,4.007333185232471,0.9988,3.34,0.75,2.163323025660538,1
0.63,0.8754687373538999,-2.563949857128453,3.4965075614664802,0.9974,3.09,0.57,2.2407096892759584,0
0.22,0.7419373447293773,-2.551046452292545,3.332204510175204,0.999,3.41,0.87,2.33214389523559,1
0.38,0.9932517730102834,-2.322787800311565,3.7376696182833684,1.0004,3.16,0.61,2.33214389523559,0
0.38,0.9932517730102834,-2.322787800311565,3.7376696182833684,1.0004,3.16,0.61,2.33214389523559,0
0.27,0.7419373447293773,-2.631089159966082,3.4965075614664802,0.9956,3.22,0.66,2.5494451709255714,1
0.48,0.9932517730102834,-2.282782465697866,3.4657359027997265,1.0,3.28,0.56,2.302585092994046,1
0.22,0.7419373447293773,-2.551046452292545,3.332204510175204,0.999,3.41,0.87,2.33214389523559,1
0.63,0.8754687373538999,-2.563949857128453,3.4965075614664802,0.9974,3.09,0.57,2.2407096892759584,0
0.825,0.7419373447293773,-2.4769384801388235,2.5649493574615367,0.9972,3.37,0.77,2.3702437414678603,1
0.35,1.7578579175523736,-2.7181005369557116,3.5553480614894135,1.0014,3.2,0.66,2.4849066497880004,1
0.5,1.6389967146756448,-2.3025850929940455,2.833213344056216,0.9996,3.22,0.62,2.4159137783010487,0
0.59,1.1939224684724346,-2.2926347621408776,3.8501476017100584,0.9988,3.26,0.67,2.2617630984737906,0
0.46,1.840549633397487,-2.7488721956224653,2.833213344056216,0.9988,3.21,0.73,2.3978952727983707,1
0.715,0.7419373447293773,-2.659260036932778,2.995732273553991,0.9966,3.12,0.59,2.2925347571405443,0
0.66,0.9162907318741551,-2.4651040224918206,3.970291913552122,0.9993,3.06,0.72,2.3978952727983707,1
0.31,0.5877866649021191,-2.5902671654458267,2.70805020110221,1.0008,2.86,0.79,2.128231705849268,1
0.47,0.9555114450274363,-2.364460496712133,4.663439094112067,0.9982,3.08,0.59,2.2082744135228043,0
0.55,0.6931471805599453,-2.551046452292545,3.332204510175204,0.9983,3.45,0.78,2.2512917986064953,1
0.31,0.9162907318741551,-2.703062659591171,3.044522437723423,0.9987,3.26,0.86,2.3702437414678603,1
0.35,0.9555114450274363,-2.5383074265151158,4.23410650459726,0.9994,3.12,0.75,2.341805806147327,1
0.53,0.6418538861723947,-1.7660917224794772,3.2188758248682006,0.9975,3.27,0.61,2.2407096892759584,1
0.51,0.7419373447293773,-2.6036901857779675,3.2188758248682006,0.9958,3.33,0.56,2.2512917986064953,1
0.43,1.0296194171811581,-2.385966701933097,3.8066624897703196,0.998,3.19,0.73,2.302585092994046,1
0.46,0.9932517730102834,-2.385966701933097,3.784189633918261,0.998,3.12,0.74,2.302585092994046,1
1.04,0.47000362924573563,-2.995732273553991,4.564348191467836,0.9934,3.74,0.62,2.4423470353692043,0
0.53,1.5260563034950492,-2.137070654516472,2.833213344056216,1.0002,3.07,0.56,2.4595888418037104,1
0.53,1.5260563034950492,-2.137070654516472,2.833213344056216,1.0002,3.07,0.56,2.4595888418037104,1
0.47,1.4586150226995167,-2.4651040224918206,3.8501476017100584,1.0021,3.3,0.68,2.5416019934645457,1
0.6,1.0296194171811581,-2.5902671654458267,2.9444389791664403,0.9994,3.14,0.57,2.4336133554004498,0
0.44,0.8754687373538999,-2.551046452292545,4.795790545596741,0.9978,3.23,0.58,2.2192034840549946,0
