id,has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,like,d_like,met,decision,decision_o,match,field_encoded
1805,0,5,male,22,21,1,no age difference,European/Caucasian-American,European/Caucasian-American,1,1,1,not important,not important,MECHANICAL ENGINEERING,35,15,5,30,15,0,very important,not important,not important,very important,not important,not important,4,4,2,1,1,1,low,low,low,low,low,low,25,25,25,15,5,5,very important,very important,very important,not important,not important,not important,8,8,9,9,8,average,average,high,high,average,5,8,7,0,5,0,low,average,average,low,low,low,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,high,average,average,average,low,low,low,low,average,low,average,low,low,average,average,low,high,0,[-1-0],4,low,0,0,0,0,55
1807,0,5,male,21,20,1,no age difference,European/Caucasian-American,Other,0,3,1,important,not important,ENGINEERING,15,15,20,25,10,15,not important,not important,important,very important,not important,not important,9,10,8,8,7,9,high,high,average,average,average,high,40,15,10,20,10,5,very important,not important,not important,important,not important,not important,8,7,7,8,7,average,average,average,average,average,10,9,8,9,9,7,high,high,average,high,high,average,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,average,average,average,average,low,low,average,average,low,low,low,low,average,high,high,low,low,0,[0.33-1],9,high,0,1,1,1,20
1808,0,5,male,21,21,0,no age difference,European/Caucasian-American,European/Caucasian-American,1,3,1,important,not important,ENGINEERING,15,15,25,25,15,5,not important,not important,very important,very important,not important,not important,6,10,9,8,7,4,average,high,high,average,average,low,40,15,10,20,10,5,very important,not important,not important,important,not important,not important,8,7,7,8,7,average,average,average,average,average,7,9,9,8,8,8,average,high,high,average,average,average,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,average,average,average,average,low,low,average,average,low,low,low,low,average,high,high,low,low,0,[-1-0],7,average,0,1,1,1,20
1809,0,5,male,21,20,1,no age difference,European/Caucasian-American,Black/African American,0,3,1,important,not important,ENGINEERING,20,20,20,20,10,10,important,important,important,important,not important,not important,8,6,7,8,7,5,average,average,average,average,average,low,40,15,10,20,10,5,very important,not important,not important,important,not important,not important,8,7,7,8,7,average,average,average,average,average,7,9,9,8,8,7,average,high,high,average,average,average,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,average,average,average,average,low,low,average,average,low,low,low,low,average,high,high,low,low,0,[0.33-1],7,average,0,1,1,1,20
1810,0,5,male,21,21,0,no age difference,European/Caucasian-American,European/Caucasian-American,1,3,1,important,not important,ENGINEERING,20,10,30,20,15,5,important,not important,very important,important,not important,not important,9,10,9,8,8,7,high,high,high,average,average,average,40,15,10,20,10,5,very important,not important,not important,important,not important,not important,8,7,7,8,7,average,average,average,average,average,9,7,6,10,8,7,high,average,average,high,average,average,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,average,average,average,average,low,low,average,average,low,low,low,low,average,high,high,low,low,0,[-1-0],8,average,0,1,1,1,20
1811,0,5,male,21,21,0,no age difference,European/Caucasian-American,European/Caucasian-American,1,3,1,important,not important,ENGINEERING,15,15,25,25,20,0,not important,not important,very important,very important,important,not important,7,8,8,6,6,3,average,average,average,average,average,low,40,15,10,20,10,5,very important,not important,not important,important,not important,not important,8,7,7,8,7,average,average,average,average,average,7,7,7,7,8,6,average,average,average,average,average,average,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,average,average,average,average,low,low,average,average,low,low,low,low,average,high,high,low,low,0,[-1-0],6,average,0,1,0,0,20
1812,0,5,male,21,21,0,no age difference,European/Caucasian-American,European/Caucasian-American,1,3,1,important,not important,ENGINEERING,20,10,20,20,20,10,important,not important,important,important,important,not important,7,8,6,6,6,6,average,average,average,average,average,average,40,15,10,20,10,5,very important,not important,not important,important,not important,not important,8,7,7,8,7,average,average,average,average,average,8,8,9,9,7,7,average,average,high,high,average,average,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,average,average,average,average,low,low,average,average,low,low,low,low,average,high,high,low,low,0,[-1-0],8,average,0,1,0,0,20
1814,0,5,male,21,20,1,no age difference,European/Caucasian-American,Latino/Hispanic American,0,3,1,important,not important,ENGINEERING,10,10,35,35,8,2,not important,not important,very important,very important,not important,not important,8,7,8,6,5,2,average,average,average,average,low,low,40,15,10,20,10,5,very important,not important,not important,important,not important,not important,8,7,7,8,7,average,average,average,average,average,8,8,10,10,8,7,average,average,high,high,average,average,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,average,average,average,average,low,low,average,average,low,low,low,low,average,high,high,low,low,0,[-1-0],8,average,0,1,1,1,20
1815,0,5,male,21,21,0,no age difference,European/Caucasian-American,European/Caucasian-American,1,3,1,important,not important,ENGINEERING,35,15,5,30,15,0,very important,not important,not important,very important,not important,not important,9,10,10,5,7,4,high,high,high,low,average,low,40,15,10,20,10,5,very important,not important,not important,important,not important,not important,8,7,7,8,7,average,average,average,average,average,6,9,7,7,8,7,average,high,average,average,average,average,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,average,average,average,average,low,low,average,average,low,low,low,low,average,high,high,low,low,0,[-1-0],5,low,0,0,1,0,20
1837,0,5,male,19,20,1,no age difference,Asian/Pacific Islander/Asian-American,Other,0,4,1,important,not important,COMPUTER SCIENCE,15,15,20,25,10,15,not important,not important,important,very important,not important,not important,2,7,6,2,5,1,low,average,average,low,low,low,25,10,20,20,10,15,very important,not important,important,important,not important,not important,4,6,4,6,6,low,average,low,average,average,5,5,5,5,5,5,low,low,low,low,low,low,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,low,low,low,low,low,low,low,average,low,average,average,average,average,average,average,low,low,0,[0.33-1],5,low,0,0,0,0,12
1838,0,5,male,19,21,2,small age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,4,1,important,not important,COMPUTER SCIENCE,15,15,25,25,15,5,not important,not important,very important,very important,not important,not important,4,9,8,3,6,2,low,high,average,low,average,low,25,10,20,20,10,15,very important,not important,important,important,not important,not important,4,6,4,6,6,low,average,low,average,average,5,5,5,5,5,5,low,low,low,low,low,low,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,low,low,low,low,low,low,low,average,low,average,average,average,average,average,average,low,low,0,[0.33-1],5,low,0,0,0,0,12
1839,0,5,male,19,20,1,no age difference,Asian/Pacific Islander/Asian-American,Black/African American,0,4,1,important,not important,COMPUTER SCIENCE,20,20,20,20,10,10,important,important,important,important,not important,not important,5,6,4,5,3,3,low,average,low,low,low,low,25,10,20,20,10,15,very important,not important,important,important,not important,not important,4,6,4,6,6,low,average,low,average,average,5,5,5,5,5,5,low,low,low,low,low,low,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,low,low,low,low,low,low,low,average,low,average,average,average,average,average,average,low,low,0,[0-0.33],5,low,0,0,0,0,12
1841,0,5,male,19,21,2,small age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,4,1,important,not important,COMPUTER SCIENCE,15,15,25,25,20,0,not important,not important,very important,very important,important,not important,4,8,7,3,7,0,low,average,average,low,average,low,25,10,20,20,10,15,very important,not important,important,important,not important,not important,4,6,4,6,6,low,average,low,average,average,5,5,5,5,5,5,low,low,low,low,low,low,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,low,low,low,low,low,low,low,average,low,average,average,average,average,average,average,low,low,1,[0.33-1],5,low,0,0,0,0,12
1844,0,5,male,19,20,1,no age difference,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,0,4,1,important,not important,COMPUTER SCIENCE,10,10,35,35,8,2,not important,not important,very important,very important,not important,not important,7,8,6,5,7,2,average,average,average,low,average,low,25,10,20,20,10,15,very important,not important,important,important,not important,not important,4,6,4,6,6,low,average,low,average,average,6,6,7,6,6,2,average,average,average,average,average,low,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,low,low,low,low,low,low,low,average,low,average,average,average,average,average,average,low,low,1,[0.33-1],5,low,0,0,0,0,12
1845,1,5,male,19,21,2,small age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,4,1,important,not important,COMPUTER SCIENCE,35,15,5,30,15,0,very important,not important,not important,very important,not important,not important,7,10,10,8,10,1,average,high,high,average,high,low,25,10,20,20,10,15,very important,not important,important,important,not important,not important,4,6,4,6,6,low,average,low,average,average,7,5,10,6,7,2,average,low,high,average,average,low,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,low,low,low,low,low,low,low,average,low,average,average,average,average,average,average,low,low,1,[0.33-1],2,low,0,0,1,0,12
1847,1,6,female,27,26,1,no age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,10,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,17,17,15,17,13,20,important,important,important,important,not important,important,8,8,9,8,9,7,average,average,high,average,high,average,17,17,17,17,17,17,important,important,important,important,important,important,8,10,10,9,10,average,high,high,high,high,7,9,7,9,6,9,average,high,average,high,average,high,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,average,low,high,low,average,average,high,low,low,low,high,low,high,low,high,low,high,0,[0-0.33],8,average,1,0,1,0,7
1848,1,6,female,27,32,5,medium age difference,European/Caucasian-American,European/Caucasian-American,1,10,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,20,20,20,20,7,13,important,important,important,important,not important,not important,8,7,4,6,6,4,average,average,low,average,average,low,17,17,17,17,17,17,important,important,important,important,important,important,8,10,10,9,10,average,high,high,high,high,8,8,8,8,8,8,average,average,average,average,average,average,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,average,low,high,low,average,average,high,low,low,low,high,low,high,low,high,low,high,0,[0.33-1],8,average,0,0,1,0,7
1850,1,6,female,27,29,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,10,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,19,16,19,19,12,16,important,important,important,important,not important,important,7,7,7,7,7,7,average,average,average,average,average,average,17,17,17,17,17,17,important,important,important,important,important,important,8,10,10,9,10,average,high,high,high,high,8,9,9,9,9,8,average,high,high,high,high,average,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,average,low,high,low,average,average,high,low,low,low,high,low,high,low,high,low,high,0,[0-0.33],9,high,1,1,1,1,7
1851,1,6,female,27,28,1,no age difference,European/Caucasian-American,Latino/Hispanic American,0,10,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,21,21,17,17,6,19,very important,very important,important,important,not important,important,8,7,7,7,7,8,average,average,average,average,average,average,17,17,17,17,17,17,important,important,important,important,important,important,8,10,10,9,10,average,high,high,high,high,5,8,8,8,7,7,low,average,average,average,average,average,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,average,low,high,low,average,average,high,low,low,low,high,low,high,low,high,low,high,0,[0-0.33],7,average,1,0,1,0,7
1852,1,6,female,24,26,2,small age difference,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,8,6,very important,very important,ELECTRICAL ENGINEERING,17,17,15,17,13,20,important,important,important,important,not important,important,6,10,10,6,7,5,average,high,high,average,average,low,13,19,17,17,15,19,not important,important,important,important,not important,important,6,8,7,8,7,average,average,average,average,average,7,7,7,8,6,8,average,average,average,average,average,average,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,average,average,average,average,high,average,high,low,low,average,low,average,average,high,high,average,average,0,[-1-0],7,average,0,0,0,0,19
1853,1,6,female,24,32,8,large age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,8,6,very important,very important,ELECTRICAL ENGINEERING,20,20,20,20,7,13,important,important,important,important,not important,not important,3,8,8,9,8,1,low,average,average,high,average,low,13,19,17,17,15,19,not important,important,important,important,not important,important,6,8,7,8,7,average,average,average,average,average,7,6,8,7,8,6,average,average,average,average,average,average,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,average,average,average,average,high,average,high,low,low,average,low,average,average,high,high,average,average,-1,[-1-0],6,average,0,0,0,0,19
1855,1,6,female,24,29,5,medium age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,8,6,very important,very important,ELECTRICAL ENGINEERING,19,16,19,19,12,16,important,important,important,important,not important,important,5,9,8,6,8,6,low,high,average,average,average,average,13,19,17,17,15,19,not important,important,important,important,not important,important,6,8,7,8,7,average,average,average,average,average,8,7,7,8,8,7,average,average,average,average,average,average,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,average,average,average,average,high,average,high,low,low,average,low,average,average,high,high,average,average,0,[-1-0],7,average,0,0,0,0,19
1856,1,6,female,24,28,4,medium age difference,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,0,8,6,very important,very important,ELECTRICAL ENGINEERING,21,21,17,17,6,19,very important,very important,important,important,not important,important,6,10,9,9,6,5,average,high,high,high,average,low,13,19,17,17,15,19,not important,important,important,important,not important,important,6,8,7,8,7,average,average,average,average,average,5,6,5,7,5,6,low,average,low,average,low,average,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,average,average,average,average,high,average,high,low,low,average,low,average,average,high,high,average,average,0,[0-0.33],5,low,0,0,1,0,19
1857,1,6,female,23,26,3,small age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,8,10,very important,very important,MARINE GEOPHYSICS,17,17,15,17,13,20,important,important,important,important,not important,important,9,9,9,8,8,7,high,high,high,average,average,average,7,20,20,18,20,16,not important,important,important,important,important,important,7,8,8,8,8,average,average,average,average,average,8,9,7,9,10,8,average,high,average,high,high,average,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,average,low,low,average,high,average,average,average,average,average,low,high,low,average,average,average,average,0,[-1-0],9,high,0,1,1,1,50
1858,1,6,female,23,32,9,large age difference,European/Caucasian-American,European/Caucasian-American,1,8,10,very important,very important,MARINE GEOPHYSICS,20,20,20,20,7,13,important,important,important,important,not important,not important,3,8,8,2,7,1,low,average,average,low,average,low,7,20,20,18,20,16,not important,important,important,important,important,important,7,8,8,8,8,average,average,average,average,average,7,8,9,8,7,8,average,average,high,average,average,average,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,average,low,low,average,high,average,average,average,average,average,low,high,low,average,average,average,average,0,[-1-0],7,average,0,1,0,0,50
1861,1,6,female,23,28,5,medium age difference,European/Caucasian-American,Latino/Hispanic American,0,8,10,very important,very important,MARINE GEOPHYSICS,21,21,17,17,6,19,very important,very important,important,important,not important,important,7,8,8,7,6,5,average,average,average,average,average,low,7,20,20,18,20,16,not important,important,important,important,important,important,7,8,8,8,8,average,average,average,average,average,6,5,6,5,6,4,average,low,average,low,average,low,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,average,low,low,average,high,average,average,average,average,average,low,high,low,average,average,average,average,0,[-1-0],5,low,0,0,1,0,50
1872,1,6,male,26,27,1,no age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,17,17,17,17,17,17,important,important,important,important,important,important,7,9,7,9,6,9,average,high,average,high,average,high,17,17,15,17,13,20,important,important,important,important,not important,important,7,9,8,9,8,average,high,average,high,average,8,8,9,8,9,7,average,average,high,average,high,average,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,average,low,average,average,low,low,low,low,average,low,average,low,high,high,high,average,low,0,[0-0.33],7,average,1,1,0,0,7
1873,1,6,male,26,24,2,small age difference,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,13,19,17,17,15,19,not important,important,important,important,not important,important,7,7,7,8,6,8,average,average,average,average,average,average,17,17,15,17,13,20,important,important,important,important,not important,important,7,9,8,9,8,average,high,average,high,average,6,10,10,6,7,5,average,high,high,average,average,low,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,average,low,average,average,low,low,low,low,average,low,average,low,high,high,high,average,low,0,[-1-0],7,average,0,0,0,0,7
1874,1,6,male,26,23,3,small age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,7,20,20,18,20,16,not important,important,important,important,important,important,8,9,7,9,10,8,average,high,average,high,high,average,17,17,15,17,13,20,important,important,important,important,not important,important,7,9,8,9,8,average,high,average,high,average,9,9,9,8,8,7,high,high,high,average,average,average,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,average,low,average,average,low,low,low,low,average,low,average,low,high,high,high,average,low,0,[-1-0],9,high,0,1,1,1,7
1877,1,6,male,32,27,5,medium age difference,European/Caucasian-American,European/Caucasian-American,1,9,6,very important,very important,BUSINESS/ECONOMICS/FINANCE,17,17,17,17,17,17,important,important,important,important,important,important,8,8,8,8,8,8,average,average,average,average,average,average,20,20,20,20,7,13,important,important,important,important,not important,not important,8,8,8,8,8,average,average,average,average,average,8,7,4,6,6,4,average,average,low,average,average,low,7,2,9,8,6,6,1,7,7,9,9,4,9,2,9,6,2,average,low,high,average,average,average,low,average,average,high,high,low,high,low,high,average,low,0,[0.33-1],8,average,0,1,0,0,7
1878,1,6,male,32,24,8,large age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,9,6,very important,very important,BUSINESS/ECONOMICS/FINANCE,13,19,17,17,15,19,not important,important,important,important,not important,important,7,6,8,7,8,6,average,average,average,average,average,average,20,20,20,20,7,13,important,important,important,important,not important,not important,8,8,8,8,8,average,average,average,average,average,3,8,8,9,8,1,low,average,average,high,average,low,7,2,9,8,6,6,1,7,7,9,9,4,9,2,9,6,2,average,low,high,average,average,average,low,average,average,high,high,low,high,low,high,average,low,-1,[-1-0],1,low,0,0,0,0,7
1879,1,6,male,32,23,9,large age difference,European/Caucasian-American,European/Caucasian-American,1,9,6,very important,very important,BUSINESS/ECONOMICS/FINANCE,7,20,20,18,20,16,not important,important,important,important,important,important,7,8,9,8,7,8,average,average,high,average,average,average,20,20,20,20,7,13,important,important,important,important,not important,not important,8,8,8,8,8,average,average,average,average,average,3,8,8,2,7,1,low,average,average,low,average,low,7,2,9,8,6,6,1,7,7,9,9,4,9,2,9,6,2,average,low,high,average,average,average,low,average,average,high,high,low,high,low,high,average,low,0,[-1-0],1,low,0,0,1,0,7
1887,1,6,male,29,27,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,5,5,important,important,BUSINESS/ECONOMICS/FINANCE,17,17,17,17,17,17,important,important,important,important,important,important,8,9,9,9,9,8,average,high,high,high,high,average,19,16,19,19,12,16,important,important,important,important,not important,important,7,7,9,8,8,average,average,high,average,average,7,7,7,7,7,7,average,average,average,average,average,average,8,6,8,9,5,5,5,5,7,9,6,7,6,4,5,4,3,average,average,average,high,low,low,low,low,average,high,average,average,average,low,low,low,low,0,[0-0.33],7,average,1,1,1,1,7
1888,1,6,male,29,24,5,medium age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,5,5,important,important,BUSINESS/ECONOMICS/FINANCE,13,19,17,17,15,19,not important,important,important,important,not important,important,8,7,7,8,8,7,average,average,average,average,average,average,19,16,19,19,12,16,important,important,important,important,not important,important,7,7,9,8,8,average,average,high,average,average,5,9,8,6,8,6,low,high,average,average,average,average,8,6,8,9,5,5,5,5,7,9,6,7,6,4,5,4,3,average,average,average,high,low,low,low,low,average,high,average,average,average,low,low,low,low,0,[-1-0],6,average,0,0,0,0,7
1892,1,6,male,28,27,1,no age difference,Latino/Hispanic American,European/Caucasian-American,0,4,4,important,important,BUSINESS/ECONOMICS/FINANCE,17,17,17,17,17,17,important,important,important,important,important,important,5,8,8,8,7,7,low,average,average,average,average,average,21,21,17,17,6,19,very important,very important,important,important,not important,important,7,9,8,8,6,average,high,average,average,average,8,7,7,7,7,8,average,average,average,average,average,average,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,high,high,low,high,low,low,average,low,average,low,average,high,high,average,high,average,average,0,[0-0.33],7,average,1,1,0,0,7
1893,1,6,male,28,24,4,medium age difference,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,0,4,4,important,important,BUSINESS/ECONOMICS/FINANCE,13,19,17,17,15,19,not important,important,important,important,not important,important,5,6,5,7,5,6,low,average,low,average,low,average,21,21,17,17,6,19,very important,very important,important,important,not important,important,7,9,8,8,6,average,high,average,average,average,6,10,9,9,6,5,average,high,high,high,average,low,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,high,high,low,high,low,low,average,low,average,low,average,high,high,average,high,average,average,0,[0-0.33],8,average,0,1,0,0,7
1894,1,6,male,28,23,5,medium age difference,Latino/Hispanic American,European/Caucasian-American,0,4,4,important,important,BUSINESS/ECONOMICS/FINANCE,7,20,20,18,20,16,not important,important,important,important,important,important,6,5,6,5,6,4,average,low,average,low,average,low,21,21,17,17,6,19,very important,very important,important,important,not important,important,7,9,8,8,6,average,high,average,average,average,7,8,8,7,6,5,average,average,average,average,average,low,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,high,high,low,high,low,low,average,low,average,low,average,high,high,average,high,average,average,0,[-1-0],7,average,0,1,0,0,7
1897,1,7,female,24,23,1,no age difference,European/Caucasian-American,European/Caucasian-American,1,1,4,not important,important,POLITICAL SCIENCE,19,19,19,19,10,14,important,important,important,important,not important,not important,10,8,8,7,7,5,high,average,average,average,average,low,14,14,21,21,19,10,not important,not important,very important,very important,important,not important,9,9,9,10,7,high,high,high,high,average,4,5,6,4,6,4,low,low,average,low,average,low,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,low,average,average,average,low,low,average,high,average,average,average,average,average,average,average,average,average,0,[0.33-1],4,low,0,0,1,0,69
1900,1,7,female,24,22,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,1,4,not important,important,POLITICAL SCIENCE,17,19,19,19,19,8,important,important,important,important,important,not important,8,7,8,7,6,4,average,average,average,average,average,low,14,14,21,21,19,10,not important,not important,very important,very important,important,not important,9,9,9,10,7,high,high,high,high,average,10,10,9,8,8,7,high,high,high,average,average,average,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,low,average,average,average,low,low,average,high,average,average,average,average,average,average,average,average,average,0,[-1-0],9,high,0,1,0,0,69
1901,1,7,female,24,27,3,small age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,4,not important,important,POLITICAL SCIENCE,15,15,20,17,13,20,important,important,important,important,not important,important,6,7,7,6,6,5,average,average,average,average,average,low,14,14,21,21,19,10,not important,not important,very important,very important,important,not important,9,9,9,10,7,high,high,high,high,average,8,10,9,8,8,5,average,high,high,average,average,low,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,low,average,average,average,low,low,average,high,average,average,average,average,average,average,average,average,average,0,[-1-0],8,average,1,1,0,0,69
1902,1,7,female,24,26,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,1,4,not important,important,POLITICAL SCIENCE,12,20,20,20,16,12,not important,important,important,important,important,not important,7,7,7,5,6,5,average,average,average,low,average,low,14,14,21,21,19,10,not important,not important,very important,very important,important,not important,9,9,9,10,7,high,high,high,high,average,6,8,8,8,8,7,average,average,average,average,average,average,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,low,average,average,average,low,low,average,high,average,average,average,average,average,average,average,average,average,0,[-1-0],8,average,1,1,0,0,69
1904,1,7,female,24,30,6,medium age difference,European/Caucasian-American,European/Caucasian-American,1,1,4,not important,important,POLITICAL SCIENCE,17,12,21,19,12,19,important,not important,very important,important,not important,important,8,8,9,7,8,6,average,average,high,average,average,average,14,14,21,21,19,10,not important,not important,very important,very important,important,not important,9,9,9,10,7,high,high,high,high,average,6,8,7,6,5,7,average,average,average,average,low,average,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,low,average,average,average,low,low,average,high,average,average,average,average,average,average,average,average,average,0,[-1-0],7,average,0,0,0,0,69
1906,1,7,female,24,23,1,no age difference,European/Caucasian-American,European/Caucasian-American,1,1,4,not important,important,POLITICAL SCIENCE,19,14,19,16,16,16,important,not important,important,important,important,important,7,6,7,6,4,4,average,average,average,average,low,low,14,14,21,21,19,10,not important,not important,very important,very important,important,not important,9,9,9,10,7,high,high,high,high,average,8,8,8,8,8,8,average,average,average,average,average,average,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,low,average,average,average,low,low,average,high,average,average,average,average,average,average,average,average,average,-1,[-1-0],8,average,0,1,1,1,69
1907,1,7,female,24,23,1,no age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,4,not important,important,POLITICAL SCIENCE,11,18,18,18,18,18,not important,important,important,important,important,important,8,8,7,7,7,8,average,average,average,average,average,average,14,14,21,21,19,10,not important,not important,very important,very important,important,not important,9,9,9,10,7,high,high,high,high,average,6,9,9,10,9,10,average,high,high,high,high,high,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,low,average,average,average,low,low,average,high,average,average,average,average,average,average,average,average,average,0,[-1-0],10,high,0,1,1,1,69
1908,1,7,female,24,28,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,1,4,not important,important,POLITICAL SCIENCE,18,20,18,16,16,13,important,important,important,important,important,not important,8,8,9,8,7,8,average,average,high,average,average,average,14,14,21,21,19,10,not important,not important,very important,very important,important,not important,9,9,9,10,7,high,high,high,high,average,10,10,10,10,10,10,high,high,high,high,high,high,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,low,average,average,average,low,low,average,high,average,average,average,average,average,average,average,average,average,-1,[-1-0],10,high,0,1,1,1,69
1909,1,7,female,24,28,4,medium age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,4,not important,important,POLITICAL SCIENCE,16,21,19,19,14,12,important,very important,important,important,not important,not important,7,7,7,7,5,7,average,average,average,average,low,average,14,14,21,21,19,10,not important,not important,very important,very important,important,not important,9,9,9,10,7,high,high,high,high,average,4,7,7,9,8,7,low,average,average,high,average,average,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,low,average,average,average,low,low,average,high,average,average,average,average,average,average,average,average,average,0,[-1-0],9,high,0,0,1,0,69
1910,1,7,female,24,29,5,medium age difference,European/Caucasian-American,European/Caucasian-American,1,1,4,not important,important,POLITICAL SCIENCE,20,11,20,20,20,11,important,not important,important,important,important,not important,7,8,9,9,8,7,average,average,high,high,average,average,14,14,21,21,19,10,not important,not important,very important,very important,important,not important,9,9,9,10,7,high,high,high,high,average,4,10,9,5,6,2,low,high,high,low,average,low,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,low,average,average,average,low,low,average,high,average,average,average,average,average,average,average,average,average,0,[-1-0],7,average,0,1,1,1,69
