,id,has_null,wave,age,age_o,d_age,race_o,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,like,met,decision,decision_o,match,gender_female,gender_male,race_Asian/Pacific Islander/Asian-American,race_Black/African American,race_European/Caucasian-American,race_Latino/Hispanic American,race_Other,field_ACTING,field_AMERICAN STUDIES,field_ANTHROPOLOGY,field_APPLIED PHYSIOLOGY & NUTRITION,field_ARCHITECTURE,field_ART,field_BIOLOGY,field_BUSINESS/ECONOMICS/FINANCE,field_CHEMISTRY,field_CLASSICS,field_COMMUNICATIONS,field_COMPARATIVE LITERATURE,field_COMPUTER SCIENCE,field_CONSULTING,field_CURRICULUM AND TEACHING/GIFTEDNESS,field_EART,field_ECOLOGY,field_EDUCATION,field_ELECTRICAL ENGG.,field_ELECTRICAL ENGINEERING,field_ENGINEERING,field_ENVIRONMENTAL SCIENCE,field_EPIDEMIOLOGY,field_FILM,field_FINANACE,field_FINANCIAL ENGINEERING,field_FUNDRAISING MANAGEMENT,field_GENETICS,field_GENETICS & DEVELOPMENT,field_GS POSTBACC PREMED,field_GSAS,field_HISTORY,field_HUMAN RIGHTS,field_HUMAN RIGHTS: MIDDLE EAST,field_INDUSTRIAL ENGINEERING,field_INSTRUCTIONAL MEDIA AND TECHNOLOGY,field_INSTRUCTIONAL TECH & MEDIA,field_INTELLECTUAL PROPERTY LAW,field_INTERNATIONAL AFFAIRS,field_INTERNATIONAL DEVELOPMENT,field_INTERNATIONAL POLITICS,field_INTERNATIONAL RELATIONS,field_INTERNATIONAL SECURITY POLICY - INTERNATIONAL AFFAIRS,field_INTRERNATIONAL AFFAIRS,field_JOURNALISM,field_LANGUAGES,field_LAW,field_MA IN QUANTITATIVE METHODS,field_MARINE GEOPHYSICS,field_MARKETING,field_MASTER IN PUBLIC ADMINISTRATION,field_MASTERS IN PUBLIC ADMINISTRATION,field_MATHEMATICS,field_MECHANICAL ENGINEERING,field_MEDICAL INFORMATICS,field_MEDICINE,field_MFA  POETRY,field_MFA -FILM,field_MFA ACTING PROGRAM,field_MONEY,field_NEUROSCIENCE,field_NUTRITION,field_NUTRITION/GENETICS,field_NUTRITIRON,field_OPERATIONS RESEARCH,field_PHILOSOPHY,field_PHYSICS,field_POLITICAL SCIENCE,field_PSYCHOLOGY,field_PUBLIC ADMINISTRATION,field_PUBLIC HEALTH,field_PUBLIC POLICY,field_QMSS,field_RELIGION,field_SOCIOLOGY/SOCIAL STUDIES,field_SPEECH PATHOLOGY,field_TC [HEALTH ED],field_TESOL,field_THEATER,field_UNDERGRAD - GS,field_URBAN PLANNING,field_WORKING,field_WRITING
537,773,0,2,28,21,7,Asian/Pacific Islander/Asian-American,0,1,1,10,20,40,10,10,6,7,6,6,5,40,20,20,20,0,8,9,8,8,8,6,7,7,7,9,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,775,0,2,28,25,3,European/Caucasian-American,1,1,1,20,20,15,15,15,5,8,8,6,9,40,20,20,20,0,8,9,8,8,8,8,9,9,9,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,776,0,2,28,23,5,European/Caucasian-American,1,1,1,20,20,20,15,15,2,8,7,2,7,40,20,20,20,0,8,9,8,8,8,8,8,7,8,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,777,0,2,28,22,6,Latino/Hispanic American,0,1,1,17,10,18,20,25,2,4,7,3,6,40,20,20,20,0,8,9,8,8,8,9,9,8,9,8,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,0,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,779,0,2,28,22,6,European/Caucasian-American,1,1,1,20,22,18,15,15,6,7,6,4,6,40,20,20,20,0,8,9,8,8,8,5,8,7,7,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,780,0,2,28,23,5,European/Caucasian-American,1,1,1,10,20,20,20,20,3,5,8,4,7,40,20,20,20,0,8,9,8,8,8,6,8,8,7,8,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,781,0,2,28,24,4,European/Caucasian-American,1,1,1,35,10,20,20,10,4,5,6,4,5,40,20,20,20,0,8,9,8,8,8,8,8,8,8,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,782,0,2,28,27,1,Asian/Pacific Islander/Asian-American,0,1,1,50,0,50,0,0,7,6,9,8,9,40,20,20,20,0,8,9,8,8,8,7,8,8,7,8,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,783,0,2,28,30,2,European/Caucasian-American,1,1,1,30,20,30,10,0,5,6,5,5,6,40,20,20,20,0,8,9,8,8,8,5,8,8,7,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,784,0,2,28,21,7,Asian/Pacific Islander/Asian-American,0,1,1,30,5,30,15,15,4,6,6,5,7,40,20,20,20,0,8,9,8,8,8,8,8,7,8,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,785,0,2,28,25,3,European/Caucasian-American,1,1,1,20,23,23,22,7,6,8,8,6,7,40,20,20,20,0,8,9,8,8,8,8,8,9,7,8,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,786,0,2,28,26,2,European/Caucasian-American,1,1,1,20,25,20,15,15,3,4,6,4,5,40,20,20,20,0,8,9,8,8,8,9,8,7,6,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,1,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,787,0,2,28,27,1,European/Caucasian-American,1,1,1,10,10,30,25,10,4,3,4,2,3,40,20,20,20,0,8,9,8,8,8,6,8,7,6,8,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,1,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,788,0,2,28,23,5,Black/African American,0,1,1,50,10,20,10,10,3,9,9,5,9,40,20,20,20,0,8,9,8,8,8,6,8,9,7,8,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,790,0,2,23,21,2,Asian/Pacific Islander/Asian-American,0,1,1,12,18,20,16,16,5,9,9,8,9,20,25,25,10,10,6,10,10,9,10,5,8,10,7,9,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,791,0,2,23,27,4,Black/African American,1,1,1,20,20,20,10,10,6,7,7,7,7,20,25,25,10,10,6,10,10,9,10,5,8,9,7,10,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,792,0,2,23,21,2,Asian/Pacific Islander/Asian-American,0,1,1,10,20,40,10,10,6,8,7,6,7,20,25,25,10,10,6,10,10,9,10,6,9,10,8,10,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,794,0,2,23,25,2,European/Caucasian-American,0,1,1,20,20,15,15,15,7,7,7,8,8,20,25,25,10,10,6,10,10,9,10,8,9,8,10,9,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,1,9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,795,0,2,23,23,0,European/Caucasian-American,0,1,1,20,20,20,15,15,6,6,6,6,6,20,25,25,10,10,6,10,10,9,10,8,9,8,9,9,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,0,9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,796,0,2,23,22,1,Latino/Hispanic American,0,1,1,17,10,18,20,25,5,6,6,4,3,20,25,25,10,10,6,10,10,9,10,9,8,9,10,9,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,0,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,798,0,2,23,22,1,European/Caucasian-American,0,1,1,20,22,18,15,15,6,8,7,6,5,20,25,25,10,10,6,10,10,9,10,6,8,8,8,9,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,1,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,799,0,2,23,23,0,European/Caucasian-American,0,1,1,10,20,20,20,20,7,7,8,8,7,20,25,25,10,10,6,10,10,9,10,7,9,10,10,10,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,0,8,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,800,0,2,23,24,1,European/Caucasian-American,0,1,1,35,10,20,20,10,9,8,7,10,9,20,25,25,10,10,6,10,10,9,10,8,10,10,10,10,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,0,10,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,801,0,2,23,27,4,Asian/Pacific Islander/Asian-American,0,1,1,50,0,50,0,0,8,8,7,9,7,20,25,25,10,10,6,10,10,9,10,6,8,10,8,7,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,802,0,2,23,30,7,European/Caucasian-American,0,1,1,30,20,30,10,0,7,7,6,6,6,20,25,25,10,10,6,10,10,9,10,6,9,9,8,8,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,803,0,2,23,21,2,Asian/Pacific Islander/Asian-American,0,1,1,30,5,30,15,15,4,4,5,6,6,20,25,25,10,10,6,10,10,9,10,8,9,10,9,10,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,0,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,804,0,2,23,25,2,European/Caucasian-American,0,1,1,20,23,23,22,7,6,8,8,8,8,20,25,25,10,10,6,10,10,9,10,8,8,8,9,9,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,805,0,2,23,26,3,European/Caucasian-American,0,1,1,20,25,20,15,15,5,6,8,6,8,20,25,25,10,10,6,10,10,9,10,6,9,9,8,9,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,807,0,2,23,23,0,Black/African American,1,1,1,50,10,20,10,10,8,8,8,8,9,20,25,25,10,10,6,10,10,9,10,8,10,10,10,10,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,0,10,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,809,0,3,23,29,6,Latino/Hispanic American,0,10,9,20,25,15,15,53,7,6,6,7,9,17,18,18,15,17,10,10,9,8,5,2,6,2,3,2,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
567,810,0,3,23,22,1,Other,0,10,9,20,15,20,20,5,8,8,7,7,7,17,18,18,15,17,10,10,9,8,5,3,9,9,7,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
568,811,1,3,23,27,4,Black/African American,0,10,9,21,17,22,20,8,6,4,5,6,4,17,18,18,15,17,10,10,9,8,5,3,7,5,3,5,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
569,813,0,3,23,26,3,European/Caucasian-American,1,10,9,25,10,20,20,15,8,6,7,7,7,17,18,18,15,17,10,10,9,8,5,4,7,9,9,10,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,0,9,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
570,814,0,3,23,21,2,European/Caucasian-American,1,10,9,60,15,0,15,0,9,8,8,10,9,17,18,18,15,17,10,10,9,8,5,3,10,8,6,7,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
571,815,0,3,23,22,1,European/Caucasian-American,1,10,9,21,20,19,20,10,7,8,7,5,7,17,18,18,15,17,10,10,9,8,5,3,10,5,3,5,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
572,816,0,3,23,22,1,European/Caucasian-American,1,10,9,30,10,20,30,0,7,7,6,5,4,17,18,18,15,17,10,10,9,8,5,4,10,9,8,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,0,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
573,817,0,3,23,25,2,European/Caucasian-American,1,10,9,30,0,30,30,10,8,10,8,8,10,17,18,18,15,17,10,10,9,8,5,3,10,7,3,5,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
574,818,0,3,23,24,1,Other,0,10,9,20,20,20,20,10,8,6,6,7,7,17,18,18,15,17,10,10,9,8,5,3,10,9,2,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
575,819,0,3,22,29,7,Latino/Hispanic American,0,10,10,20,25,15,15,53,4,7,7,6,6,10,20,20,20,15,6,10,10,9,10,8,7,7,7,7,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
576,820,0,3,22,22,0,Other,0,10,10,20,15,20,20,5,5,10,7,5,4,10,20,20,20,15,6,10,10,9,10,8,8,8,7,8,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
